"","s.name","r.name","r.type","norm","threshold","seqnames","strand","start","end","width","tel.length","chr.end"
"3136","s288c","SRR13577847.101118","nl","normalized","36-38","ref|NC_001142|","-",90,8035,7946,0.613,"3'"
"3137","s288c","SRR13577847.101192","nl","normalized","36-38","ref|NC_001148|","+",1,7942,7942,0.466,"5'"
"3138","s288c","SRR13577847.101203","nl","normalized","36-38","ref|NC_001147|","+",80,9019,8940,0.36,"5'"
"3139","s288c","SRR13577847.101284","nl","normalized","36-38","ref|NC_001147|","-",90,11310,11221,0.49,"3'"
"3140","s288c","SRR13577847.101286","nl","normalized","36-38","ref|NC_001141|","+",429318,439815,10498,0.691,"3'"
"3141","s288c","SRR13577847.101321","nl","normalized","36-38","ref|NC_001144|","-",125,8557,8433,0.464,"3'"
"3142","s288c","SRR13577847.101333","nl","normalized","36-38","ref|NC_001135|","+",308388,316514,8127,0.394,"3'"
"3143","s288c","SRR13577847.101343","nl","normalized","36-38","ref|NC_001146|","-",774776,784024,9249,0.248,"5'"
"3144","s288c","SRR13577847.101374","nl","normalized","36-38","ref|NC_001143|","+",69,11164,11096,0.548,"5'"
"3145","s288c","SRR13577847.101408","nl","normalized","36-38","ref|NC_001146|","+",1,7543,7543,0.466,"5'"
"3146","s288c","SRR13577847.101428","nl","normalized","36-38","ref|NC_001137|","-",1,7955,7955,0.4,"3'"
"3147","s288c","SRR13577847.101451","nl","normalized","36-38","ref|NC_001143|","-",657636,666584,8949,0.424,"5'"
"3148","s288c","SRR13577847.10148","nl","normalized","36-38","ref|NC_001133|","+",43,9870,9828,0.46,"5'"
"3149","s288c","SRR13577847.101524","nl","normalized","36-38","ref|NC_001142|","-",736905,745635,8731,0.324,"5'"
"3150","s288c","SRR13577847.101541","nl","normalized","36-38","ref|NC_001147|","-",93,10731,10639,0.479,"3'"
"3151","s288c","SRR13577847.101602","nl","normalized","36-38","ref|NC_001139|","-",1080226,1090940,10715,0.342,"5'"
"3152","s288c","SRR13577847.101689","nl","normalized","36-38","ref|NC_001139|","-",1081482,1090940,9459,0.46,"5'"
"3153","s288c","SRR13577847.101715","nl","normalized","36-38","ref|NC_001142|","+",48,9810,9763,0.472,"5'"
"3154","s288c","SRR13577847.101717","nl","normalized","36-38","ref|NC_001142|","-",118,8381,8264,0.434,"3'"
"3155","s288c","SRR13577847.101780","nl","normalized","36-38","ref|NC_001141|","-",429156,439820,10665,0.466,"5'"
"3156","s288c","SRR13577847.101797","nl","normalized","36-38","ref|NC_001137|","-",1,8002,8002,0.431,"3'"
"3157","s288c","SRR13577847.10180","nl","normalized","36-38","ref|NC_001133|","+",220541,230117,9577,0.613,"3'"
"3158","s288c","SRR13577847.101816","nl","normalized","36-38","ref|NC_001133|","+",221150,230116,8967,0.242,"3'"
"3159","s288c","SRR13577847.101965","nl","normalized","36-38","ref|NC_001143|","-",86,6314,6229,0.456,"3'"
"3160","s288c","SRR13577847.102006","nl","normalized","36-38","ref|NC_001138|","+",262149,270119,7971,0.477,"3'"
"3161","s288c","SRR13577847.102018","nl","normalized","36-38","ref|NC_001145|","+",76,8140,8065,0.654,"5'"
"3162","s288c","SRR13577847.10204","nl","normalized","36-38","ref|NC_001135|","-",400,9774,9375,0.491,"3'"
"3163","s288c","SRR13577847.102070","nl","normalized","36-38","ref|NC_001140|","-",46,5028,4983,0.307,"3'"
"3164","s288c","SRR13577847.10211","nl","normalized","36-38","ref|NC_001133|","+",49,8135,8087,0.536,"5'"
"3165","s288c","SRR13577847.10212","nl","normalized","36-38","ref|NC_001133|","-",221391,230103,8713,0.306,"5'"
"3166","s288c","SRR13577847.102182","nl","normalized","36-38","ref|NC_001135|","-",405,9389,8985,0.883,"3'"
"3167","s288c","SRR13577847.102197","nl","normalized","36-38","ref|NC_001148|","-",1,9791,9791,0.321,"3'"
"3168","s288c","SRR13577847.1022","nl","normalized","36-38","ref|NC_001142|","+",737458,745636,8179,0.432,"3'"
"3169","s288c","SRR13577847.102251","nl","normalized","36-38","ref|NC_001134|","-",1,8640,8640,0.383,"3'"
"3170","s288c","SRR13577847.102281","nl","normalized","36-38","ref|NC_001147|","-",110,8378,8269,0.3,"3'"
"3171","s288c","SRR13577847.102375","nl","normalized","36-38","ref|NC_001142|","-",92,11230,11139,0.459,"3'"
"3172","s288c","SRR13577847.102466","nl","normalized","36-38","ref|NC_001142|","+",126,7778,7653,0.536,"5'"
"3173","s288c","SRR13577847.10256","nl","normalized","36-38","ref|NC_001137|","-",1,8945,8945,0.455,"3'"
"3174","s288c","SRR13577847.102576","nl","normalized","36-38","ref|NC_001137|","-",1,9467,9467,0.533,"3'"
"3175","s288c","SRR13577847.102622","nl","normalized","36-38","ref|NC_001142|","-",734460,745624,11165,0.412,"5'"
"3176","s288c","SRR13577847.10280","nl","normalized","36-38","ref|NC_001146|","+",777157,784009,6853,0.354,"3'"
"3177","s288c","SRR13577847.102831","nl","normalized","36-38","ref|NC_001147|","-",88,8732,8645,0.41,"3'"
"3178","s288c","SRR13577847.102838","nl","normalized","36-38","ref|NC_001142|","-",737770,745631,7862,0.43,"5'"
"3179","s288c","SRR13577847.102885","nl","normalized","36-38","ref|NC_001142|","-",737023,745647,8625,0.342,"5'"
"3180","s288c","SRR13577847.102950","nl","normalized","36-38","ref|NC_001147|","+",94,8062,7969,0.436,"5'"
"3181","s288c","SRR13577847.103003","nl","normalized","36-38","ref|NC_001141|","-",430971,439797,8827,0.712,"5'"
"3182","s288c","SRR13577847.10301","nl","normalized","36-38","ref|NC_001135|","-",398,9384,8987,0.947,"3'"
"3183","s288c","SRR13577847.10302","nl","normalized","36-38","ref|NC_001143|","-",70,9995,9926,0.485,"3'"
"3184","s288c","SRR13577847.103041","nl","normalized","36-38","ref|NC_001133|","+",221202,230126,8925,0.262,"3'"
"3185","s288c","SRR13577847.103060","nl","normalized","36-38","ref|NC_001142|","-",737180,745637,8458,0.436,"5'"
"3186","s288c","SRR13577847.103130","nl","normalized","36-38","ref|NC_001133|","-",57,8718,8662,0.329,"3'"
"3187","s288c","SRR13577847.103187","nl","normalized","36-38","ref|NC_001133|","-",220216,230133,9918,0.372,"5'"
"3188","s288c","SRR13577847.103188","nl","normalized","36-38","ref|NC_001139|","+",1079686,1090940,11255,0.299,"3'"
"3189","s288c","SRR13577847.103360","nl","normalized","36-38","ref|NC_001134|","-",803058,813149,10092,0.366,"5'"
"3190","s288c","SRR13577847.103361","nl","normalized","36-38","ref|NC_001137|","-",1,10711,10711,0.541,"3'"
"3191","s288c","SRR13577847.103405","nl","normalized","36-38","ref|NC_001142|","-",80,8113,8034,0.427,"3'"
"3192","s288c","SRR13577847.103465","nl","normalized","36-38","ref|NC_001143|","+",656669,666546,9878,0.42,"3'"
"3193","s288c","SRR13577847.103487","nl","normalized","36-38","ref|NC_001142|","+",100,9665,9566,0.436,"5'"
"3194","s288c","SRR13577847.103497","nl","normalized","36-38","ref|NC_001143|","-",78,8045,7968,0.404,"3'"
"3195","s288c","SRR13577847.103571","nl","normalized","36-38","ref|NC_001147|","+",79,10314,10236,0.354,"5'"
"3196","s288c","SRR13577847.103578","nl","normalized","36-38","ref|NC_001142|","+",735453,745653,10201,0.289,"3'"
"3197","s288c","SRR13577847.103844","nl","normalized","36-38","ref|NC_001140|","-",75,9094,9020,0.39,"3'"
"3198","s288c","SRR13577847.103863","nl","normalized","36-38","ref|NC_001147|","+",1083317,1091257,7941,0.321,"3'"
"3199","s288c","SRR13577847.10389","nl","normalized","36-38","ref|NC_001142|","+",93,9652,9560,0.436,"5'"
"3200","s288c","SRR13577847.103905","nl","normalized","36-38","ref|NC_001142|","+",737904,745643,7740,0.332,"3'"
"3201","s288c","SRR13577847.103938","nl","normalized","36-38","ref|NC_001138|","-",261457,270128,8672,0.56,"5'"
"3202","s288c","SRR13577847.103991","nl","normalized","36-38","ref|NC_001148|","+",1,7692,7692,0.454,"5'"
"3203","s288c","SRR13577847.103998","nl","normalized","36-38","ref|NC_001141|","+",431429,439798,8370,0.468,"3'"
"3204","s288c","SRR13577847.104026","nl","normalized","36-38","ref|NC_001138|","-",1,8055,8055,0.478,"3'"
"3205","s288c","SRR13577847.104028","nl","normalized","36-38","ref|NC_001143|","+",73,8239,8167,0.33,"5'"
"3206","s288c","SRR13577847.104133","nl","normalized","36-38","ref|NC_001143|","-",658347,666590,8244,0.33,"5'"
"3207","s288c","SRR13577847.104196","nl","normalized","36-38","ref|NC_001138|","+",1,9547,9547,0.36,"5'"
"3208","s288c","SRR13577847.104270","nl","normalized","36-38","ref|NC_001138|","+",261805,270130,8326,0.479,"3'"
"3209","s288c","SRR13577847.104283","nl","normalized","36-38","ref|NC_001142|","-",735778,745643,9866,0.33,"5'"
"3210","s288c","SRR13577847.104317","nl","normalized","36-38","ref|NC_001143|","+",69,7902,7834,0.36,"5'"
"3211","s288c","SRR13577847.104355","nl","normalized","36-38","ref|NC_001141|","-",428474,439825,11352,0.466,"5'"
"3212","s288c","SRR13577847.104404","nl","normalized","36-38","ref|NC_001145|","-",53,8992,8940,0.411,"3'"
"3213","s288c","SRR13577847.104461","nl","normalized","36-38","ref|NC_001142|","+",87,7945,7859,0.66,"5'"
"3214","s288c","SRR13577847.104611","nl","normalized","36-38","ref|NC_001142|","-",736526,745636,9111,0.336,"5'"
"3215","s288c","SRR13577847.10462","nl","normalized","36-38","ref|NC_001147|","-",92,8443,8352,0.367,"3'"
"3216","s288c","SRR13577847.104722","nl","normalized","36-38","ref|NC_001137|","-",1,9285,9285,0.423,"3'"
"3217","s288c","SRR13577847.104776","nl","normalized","36-38","ref|NC_001138|","+",1,7009,7009,0.442,"5'"
"3218","s288c","SRR13577847.104819","nl","normalized","36-38","ref|NC_001147|","-",111,8680,8570,0.52,"3'"
"3219","s288c","SRR13577847.104875","nl","normalized","36-38","ref|NC_001138|","-",1,8668,8668,0.454,"3'"
"3220","s288c","SRR13577847.104951","nl","normalized","36-38","ref|NC_001140|","-",65,8566,8502,0.405,"3'"
"3221","s288c","SRR13577847.105006","nl","normalized","36-38","ref|NC_001142|","-",91,11049,10959,0.449,"3'"
"3222","s288c","SRR13577847.105051","nl","normalized","36-38","ref|NC_001147|","+",81,7835,7755,0.448,"5'"
"3223","s288c","SRR13577847.105142","nl","normalized","36-38","ref|NC_001141|","+",430558,439805,9248,0.407,"3'"
"3224","s288c","SRR13577847.105197","nl","normalized","36-38","ref|NC_001148|","+",1,9050,9050,0.448,"5'"
"3225","s288c","SRR13577847.105204","nl","normalized","36-38","ref|NC_001136|","+",1523788,1531933,8146,0.37,"3'"
"3226","s288c","SRR13577847.105325","nl","normalized","36-38","ref|NC_001142|","-",124,9990,9867,0.57,"3'"
"3227","s288c","SRR13577847.105416","nl","normalized","36-38","ref|NC_001136|","+",1523955,1531933,7979,0.38,"3'"
"3228","s288c","SRR13577847.10545","nl","normalized","36-38","ref|NC_001143|","-",101,11187,11087,0.322,"3'"
"3229","s288c","SRR13577847.105476","nl","normalized","36-38","ref|NC_001148|","-",1,8497,8497,0.5,"3'"
"3230","s288c","SRR13577847.105505","nl","normalized","36-38","ref|NC_001143|","+",658414,666561,8148,0.417,"3'"
"3231","s288c","SRR13577847.105565","nl","normalized","36-38","ref|NC_001145|","+",916366,924299,7934,0.319,"3'"
"3232","s288c","SRR13577847.105573","nl","normalized","36-38","ref|NC_001143|","-",656232,666590,10359,0.436,"5'"
"3233","s288c","SRR13577847.105590","nl","normalized","36-38","ref|NC_001134|","-",804822,813128,8307,0.718,"5'"
"3234","s288c","SRR13577847.105593","nl","normalized","36-38","ref|NC_001144|","+",109,7882,7774,0.33,"5'"
"3235","s288c","SRR13577847.105669","nl","normalized","36-38","ref|NC_001145|","-",63,7690,7628,0.361,"3'"
"3236","s288c","SRR13577847.105679","nl","normalized","36-38","ref|NC_001147|","-",1081605,1091266,9662,0.354,"5'"
"3237","s288c","SRR13577847.105683","nl","normalized","36-38","ref|NC_001148|","-",1,10150,10150,0.483,"3'"
"3238","s288c","SRR13577847.105837","nl","normalized","36-38","ref|NC_001138|","+",261238,270117,8880,0.497,"3'"
"3239","s288c","SRR13577847.105862","nl","normalized","36-38","ref|NC_001146|","+",1,7816,7816,0.472,"5'"
"3240","s288c","SRR13577847.105863","nl","normalized","36-38","ref|NC_001138|","-",1,8587,8587,0.426,"3'"
"3241","s288c","SRR13577847.10593","nl","normalized","36-38","ref|NC_001145|","-",84,8554,8471,0.447,"3'"
"3242","s288c","SRR13577847.105950","nl","normalized","36-38","ref|NC_001144|","+",1070003,1078177,8175,0.468,"3'"
"3243","s288c","SRR13577847.10597","nl","normalized","36-38","ref|NC_001145|","+",6277,11493,5217,0.303,"3'"
"3244","s288c","SRR13577847.105975","nl","normalized","36-38","ref|NC_001138|","+",1,7648,7648,0.26,"5'"
"3245","s288c","SRR13577847.105990","nl","normalized","36-38","ref|NC_001139|","+",42,8471,8430,0.354,"5'"
"3246","s288c","SRR13577847.10601","nl","normalized","36-38","ref|NC_001138|","+",1,7423,7423,0.46,"5'"
"3247","s288c","SRR13577847.106043","nl","normalized","36-38","ref|NC_001139|","-",1082094,1090940,8847,0.36,"5'"
"3248","s288c","SRR13577847.106070","nl","normalized","36-38","ref|NC_001146|","+",1,8568,8568,0.372,"5'"
"3249","s288c","SRR13577847.106100","nl","normalized","36-38","ref|NC_001145|","+",913956,924293,10338,0.408,"3'"
"3250","s288c","SRR13577847.106146","nl","normalized","36-38","ref|NC_001147|","-",109,8580,8472,0.584,"3'"
"3251","s288c","SRR13577847.106161","nl","normalized","36-38","ref|NC_001140|","+",38,10681,10644,0.372,"5'"
"3252","s288c","SRR13577847.106221","nl","normalized","36-38","ref|NC_001145|","-",102,9072,8971,0.489,"3'"
"3253","s288c","SRR13577847.10626","nl","normalized","36-38","ref|NC_001140|","+",552497,562433,9937,0.38,"3'"
"3254","s288c","SRR13577847.106272","nl","normalized","36-38","ref|NC_001144|","-",109,9239,9131,0.406,"3'"
"3255","s288c","SRR13577847.106280","nl","normalized","36-38","ref|NC_001143|","+",70,10303,10234,0.372,"5'"
"3256","s288c","SRR13577847.106311","nl","normalized","36-38","ref|NC_001147|","-",93,9138,9046,0.407,"3'"
"3257","s288c","SRR13577847.106344","nl","normalized","36-38","ref|NC_001140|","-",553254,562456,9203,0.372,"5'"
"3258","s288c","SRR13577847.106415","nl","normalized","36-38","ref|NC_001137|","-",1,7837,7837,0.364,"3'"
"3259","s288c","SRR13577847.106420","nl","normalized","36-38","ref|NC_001143|","-",655912,666599,10688,0.36,"5'"
"3260","s288c","SRR13577847.106425","nl","normalized","36-38","ref|NC_001147|","-",1082090,1091264,9175,0.354,"5'"
"3261","s288c","SRR13577847.106459","nl","normalized","36-38","ref|NC_001142|","+",736073,745646,9574,0.362,"3'"
"3262","s288c","SRR13577847.10646","nl","normalized","36-38","ref|NC_001145|","+",913791,924281,10491,0.352,"3'"
"3263","s288c","SRR13577847.106482","nl","normalized","36-38","ref|NC_001140|","-",551341,562469,11129,0.372,"5'"
"3264","s288c","SRR13577847.106493","nl","normalized","36-38","ref|NC_001138|","+",1,8455,8455,0.442,"5'"
"3265","s288c","SRR13577847.106504","nl","normalized","36-38","ref|NC_001135|","-",389,7976,7588,0.703,"3'"
"3266","s288c","SRR13577847.106559","nl","normalized","36-38","ref|NC_001138|","+",1,7735,7735,0.442,"5'"
"3267","s288c","SRR13577847.106591","nl","normalized","36-38","ref|NC_001140|","-",66,10067,10002,0.275,"3'"
"3268","s288c","SRR13577847.106600","nl","normalized","36-38","ref|NC_001139|","-",1083065,1090940,7876,0.26,"5'"
"3269","s288c","SRR13577847.106670","nl","normalized","36-38","ref|NC_001134|","-",804121,813140,9020,0.448,"5'"
"3270","s288c","SRR13577847.106684","nl","normalized","36-38","ref|NC_001145|","+",77,8963,8887,0.436,"5'"
"3271","s288c","SRR13577847.106688","nl","normalized","36-38","ref|NC_001145|","-",914536,924305,9770,0.36,"5'"
"3272","s288c","SRR13577847.106691","nl","normalized","36-38","ref|NC_001147|","+",80,9853,9774,0.448,"5'"
"3273","s288c","SRR13577847.106693","nl","normalized","36-38","ref|NC_001140|","-",63,11876,11814,0.317,"3'"
"3274","s288c","SRR13577847.10674","nl","normalized","36-38","ref|NC_001133|","-",50,9887,9838,0.565,"3'"
"3275","s288c","SRR13577847.106766","nl","normalized","36-38","ref|NC_001136|","-",1522998,1531933,8936,0.366,"5'"
"3276","s288c","SRR13577847.106840","nl","normalized","36-38","ref|NC_001142|","+",737502,745638,8137,0.336,"3'"
"3277","s288c","SRR13577847.106868","nl","normalized","36-38","ref|NC_001144|","-",1056801,1065028,8228,0.154,"5'"
"3278","s288c","SRR13577847.106891","nl","normalized","36-38","ref|NC_001146|","-",775810,784002,8193,0.318,"5'"
"3279","s288c","SRR13577847.106944","nl","normalized","36-38","ref|NC_001135|","+",308242,316509,8268,0.514,"3'"
"3280","s288c","SRR13577847.106948","nl","normalized","36-38","ref|NC_001143|","+",73,8729,8657,0.336,"5'"
"3281","s288c","SRR13577847.106976","nl","normalized","36-38","ref|NC_001142|","-",90,10130,10041,0.626,"3'"
"3282","s288c","SRR13577847.106985","nl","normalized","36-38","ref|NC_001145|","+",76,8496,8421,0.33,"5'"
"3283","s288c","SRR13577847.106997","nl","normalized","36-38","ref|NC_001133|","+",220817,230102,9286,0.531,"3'"
"3284","s288c","SRR13577847.107033","nl","normalized","36-38","ref|NC_001144|","+",1071339,1078177,6839,0.975,"3'"
"3285","s288c","SRR13577847.107041","nl","normalized","36-38","ref|NC_001145|","-",93,8262,8170,0.429,"3'"
"3286","s288c","SRR13577847.107071","nl","normalized","36-38","ref|NC_001143|","+",86,9649,9564,0.412,"5'"
"3287","s288c","SRR13577847.107090","nl","normalized","36-38","ref|NC_001142|","-",737566,745643,8078,0.354,"5'"
"3288","s288c","SRR13577847.107152","nl","normalized","36-38","ref|NC_001147|","-",104,10156,10053,0.457,"3'"
"3289","s288c","SRR13577847.107174","nl","normalized","36-38","ref|NC_001144|","+",98,9959,9862,0.348,"5'"
"3290","s288c","SRR13577847.107239","nl","normalized","36-38","ref|NC_001141|","-",431471,439802,8332,0.524,"5'"
"3291","s288c","SRR13577847.107292","nl","normalized","36-38","ref|NC_001141|","-",434323,439822,5500,0.466,"5'"
"3292","s288c","SRR13577847.107307","nl","normalized","36-38","ref|NC_001141|","+",430831,439800,8970,0.424,"3'"
"3293","s288c","SRR13577847.107322","nl","normalized","36-38","ref|NC_001137|","+",1,8281,8281,0.272,"5'"
"3294","s288c","SRR13577847.107406","nl","normalized","36-38","ref|NC_001141|","-",431952,439815,7864,0.442,"5'"
"3295","s288c","SRR13577847.107514","nl","normalized","36-38","ref|NC_001138|","-",1,7156,7156,0.537,"3'"
"3296","s288c","SRR13577847.107549","nl","normalized","36-38","ref|NC_001140|","-",557287,562444,5158,0.366,"5'"
"3297","s288c","SRR13577847.1077","nl","normalized","36-38","ref|NC_001144|","-",70,8992,8923,0.504,"3'"
"3298","s288c","SRR13577847.107702","nl","normalized","36-38","ref|NC_001139|","-",53,7776,7724,0.388,"3'"
"3299","s288c","SRR13577847.107716","nl","normalized","36-38","ref|NC_001144|","+",1068720,1078177,9458,0.826,"3'"
"3300","s288c","SRR13577847.107839","nl","normalized","36-38","ref|NC_001133|","+",53,8186,8134,0.424,"5'"
"3301","s288c","SRR13577847.107868","nl","normalized","36-38","ref|NC_001140|","-",64,9975,9912,0.376,"3'"
"3302","s288c","SRR13577847.107927","nl","normalized","36-38","ref|NC_001134|","-",1,9619,9619,0.365,"3'"
"3303","s288c","SRR13577847.107948","nl","normalized","36-38","ref|NC_001140|","+",552155,562429,10275,0.416,"3'"
"3304","s288c","SRR13577847.10802","nl","normalized","36-38","ref|NC_001146|","-",773595,783987,10393,0.312,"5'"
"3305","s288c","SRR13577847.108034","nl","normalized","36-38","ref|NC_001138|","+",259567,270122,10556,0.475,"3'"
"3306","s288c","SRR13577847.108043","nl","normalized","36-38","ref|NC_001134|","-",803894,813129,9236,0.418,"5'"
"3307","s288c","SRR13577847.108046","nl","normalized","36-38","ref|NC_001137|","+",1,8263,8263,0.53,"5'"
"3308","s288c","SRR13577847.10806","nl","normalized","36-38","ref|NC_001146|","+",1,11167,11167,0.36,"5'"
"3309","s288c","SRR13577847.108085","nl","normalized","36-38","ref|NC_001147|","-",1080841,1091276,10436,0.372,"5'"
"3310","s288c","SRR13577847.10813","nl","normalized","36-38","ref|NC_001142|","-",124,7793,7670,0.714,"3'"
"3311","s288c","SRR13577847.108164","nl","normalized","36-38","ref|NC_001133|","+",220623,230114,9492,0.129,"3'"
"3312","s288c","SRR13577847.108238","nl","normalized","36-38","ref|NC_001134|","-",805461,813122,7662,0.712,"5'"
"3313","s288c","SRR13577847.10824","nl","normalized","36-38","ref|NC_001146|","+",773523,783998,10476,0.536,"3'"
"3314","s288c","SRR13577847.108300","nl","normalized","36-38","ref|NC_001138|","-",260769,270123,9355,0.512,"5'"
"3315","s288c","SRR13577847.108340","nl","normalized","36-38","ref|NC_001138|","+",1,7000,7000,0.648,"5'"
"3316","s288c","SRR13577847.108347","nl","normalized","36-38","ref|NC_001139|","+",1081737,1090940,9204,0.422,"3'"
